Date,Year,Model,Region,Country,Channel,Quantity Sold,Revenue,Revenue Per Unit
2019-04-24,2019,BMW iX3,Europe,United Kingdom,Wholesale,4,86938.0,21734.5
2019-04-24,2019,BMW iX3,Africa,Morocco,Wholesale,1,93153.0,93153.0
2019-04-24,2019,BMW X5,Europe,France,Dealership,3,44852.0,14950.67
2019-04-25,2019,BMW M8,North America,United States,Wholesale,2,49351.0,24675.5
2019-04-25,2019,BMW M8,Asia,South Korea,Wholesale,5,104398.0,20879.6
2019-04-26,2019,BMW 5 Series,Africa,Morocco,Dealership,3,116506.0,38835.33
2019-04-26,2019,BMW M4,South America,Chile,Wholesale,2,82513.0,41256.5
2019-04-27,2019,BMW X4,South America,Argentina,Wholesale,1,74619.0,74619.0
2019-04-27,2019,BMW X5,North America,Canada,Wholesale,5,30207.0,6041.4
2019-04-27,2019,BMW X1,Europe,Spain,Wholesale,1,51400.0,51400.0
2019-04-27,2019,BMW Z4,North America,Canada,Wholesale,1,88822.0,88822.0
2019-04-27,2019,BMW 1 Series,Asia,Thailand,Dealership,1,70682.0,70682.0
2019-04-28,2019,BMW M8,South America,Brazil,Wholesale,4,62669.0,15667.25
2019-04-28,2019,BMW M8,South America,Peru,Wholesale,5,104873.0,20974.6
2019-04-28,2019,BMW 5 Series,North America,Canada,Wholesale,3,83168.0,27722.67
2019-04-29,2019,BMW M2,North America,United States,Dealership,2,80354.0,40177.0
2019-04-30,2019,BMW i3,North America,United States,Wholesale,1,82287.0,82287.0
2019-05-01,2019,BMW 1 Series,South America,Chile,Dealership,5,53536.0,10707.2
2019-05-01,2019,BMW M2,Europe,Germany,Dealership,2,105998.0,52999.0
2019-05-02,2019,BMW i3,Asia,Thailand,Wholesale,5,46938.0,9387.6
2019-05-02,2019,BMW iX,South America,Argentina,Wholesale,2,109944.0,54972.0
2019-05-03,2019,BMW X3,Europe,Germany,Wholesale,5,89379.0,17875.8
2019-05-03,2019,BMW iX,Asia,Thailand,Wholesale,5,40564.0,8112.8
2019-05-03,2019,BMW X7,North America,Mexico,Wholesale,5,117009.0,23401.8
2019-05-03,2019,BMW X5,Africa,Egypt,Wholesale,4,55724.0,13931.0
2019-05-04,2019,BMW 7 Series,Asia,China,Wholesale,1,35456.0,35456.0
2019-05-04,2019,BMW X1,Europe,United Kingdom,Wholesale,1,98517.0,98517.0
2019-05-05,2019,BMW M3,North America,Mexico,Wholesale,1,94685.0,94685.0
2019-05-05,2019,BMW X1,South America,Peru,Dealership,5,82018.0,16403.6
2019-05-05,2019,BMW X5,North America,Canada,Dealership,4,82214.0,20553.5
2019-05-06,2019,BMW M5,South America,Colombia,Wholesale,2,79954.0,39977.0
2019-05-08,2019,BMW iX,Africa,Egypt,Wholesale,3,91388.0,30462.67
2019-05-08,2019,BMW X3,Africa,Kenya,Dealership,5,72448.0,14489.6
2019-05-08,2019,BMW X4,Asia,Thailand,Wholesale,1,89423.0,89423.0
2019-05-09,2019,BMW X3,South America,Peru,Wholesale,4,100400.0,25100.0
2019-05-09,2019,BMW i3,Africa,Nigeria,Dealership,1,92740.0,92740.0
2019-05-09,2019,BMW 3 Series,Europe,Germany,Wholesale,1,40711.0,40711.0
2019-05-09,2019,BMW iX3,Asia,Thailand,Dealership,3,95036.0,31678.67
2019-05-09,2019,BMW 8 Series,South America,Chile,Wholesale,3,50563.0,16854.33
2019-05-09,2019,BMW 7 Series,Asia,Thailand,Wholesale,4,32846.0,8211.5
2019-05-10,2019,BMW i4,Africa,Morocco,Wholesale,1,62800.0,62800.0
2019-05-10,2019,BMW 7 Series,South America,Peru,Wholesale,2,75440.0,37720.0
2019-05-11,2019,BMW X7,Asia,Japan,Wholesale,1,38712.0,38712.0
2019-05-11,2019,BMW iX,South America,Brazil,Wholesale,1,106169.0,106169.0
2019-05-11,2019,BMW M5,Asia,Thailand,Wholesale,1,76546.0,76546.0
2019-05-11,2019,BMW 4 Series,North America,United States,Dealership,1,88527.0,88527.0
2019-05-11,2019,BMW iX,Europe,France,Wholesale,4,94547.0,23636.75
2019-05-12,2019,BMW M4,North America,Mexico,Wholesale,1,53321.0,53321.0
2019-05-12,2019,BMW 6 Series,Europe,France,Wholesale,2,103746.0,51873.0
2019-05-13,2019,BMW i3,Asia,South Korea,Wholesale,4,43806.0,10951.5
2019-05-13,2019,BMW i4,North America,United States,Wholesale,5,114683.0,22936.6
2019-05-13,2019,BMW i4,North America,Mexico,Wholesale,5,80117.0,16023.4
2019-05-13,2019,BMW 1 Series,Europe,United Kingdom,Wholesale,5,92415.0,18483.0
2019-05-14,2019,BMW i3,North America,Canada,Dealership,5,36732.0,7346.4
2019-05-15,2019,BMW X3,Africa,Nigeria,Wholesale,4,46972.0,11743.0
2019-05-16,2019,BMW M8,South America,Colombia,Dealership,1,93571.0,93571.0
2019-05-16,2019,BMW X5,Asia,South Korea,Dealership,5,78555.0,15711.0
2019-05-16,2019,BMW X5,South America,Chile,Dealership,1,109712.0,109712.0
2019-05-16,2019,BMW iX,Africa,Nigeria,Wholesale,5,68210.0,13642.0
2019-05-16,2019,BMW i8,Europe,United Kingdom,Wholesale,2,72124.0,36062.0
2019-05-16,2019,BMW X1,Europe,United Kingdom,Wholesale,1,46956.0,46956.0
2019-05-17,2019,BMW X2,South America,Chile,Wholesale,4,119686.0,29921.5
2019-05-17,2019,BMW M2,North America,Canada,Wholesale,2,30318.0,15159.0
2019-05-18,2019,BMW 3 Series,North America,Mexico,Dealership,2,107313.0,53656.5
2019-05-18,2019,BMW iX3,North America,United States,Wholesale,4,60172.0,15043.0
2019-05-18,2019,BMW 6 Series,South America,Argentina,Wholesale,2,96611.0,48305.5
2019-05-19,2019,BMW Z4,Africa,Egypt,Wholesale,1,111795.0,111795.0
2019-05-19,2019,BMW i3,Asia,South Korea,Dealership,3,80764.0,26921.33
2019-05-20,2019,BMW 5 Series,Asia,South Korea,Wholesale,3,47401.0,15800.33
2019-05-20,2019,BMW M5,South America,Peru,Wholesale,5,73034.0,14606.8
2019-05-21,2019,BMW 4 Series,South America,Brazil,Wholesale,5,116257.0,23251.4
2019-05-21,2019,BMW M5,Asia,Japan,Wholesale,1,58082.0,58082.0
2019-05-23,2019,BMW X2,Asia,Japan,Wholesale,5,31705.0,6341.0
2019-05-23,2019,BMW X1,Asia,Japan,Wholesale,1,48540.0,48540.0
2019-05-23,2019,BMW i8,Asia,South Korea,Wholesale,4,62021.0,15505.25
2019-05-24,2019,BMW i8,North America,United States,Wholesale,2,107492.0,53746.0
2019-05-25,2019,BMW i8,North America,Mexico,Dealership,1,63785.0,63785.0
2019-05-25,2019,BMW 1 Series,Africa,Nigeria,Wholesale,1,96153.0,96153.0
2019-05-26,2019,BMW X3,Europe,Italy,Dealership,4,58604.0,14651.0
2019-05-27,2019,BMW X1,Europe,United Kingdom,Dealership,5,75588.0,15117.6
2019-05-27,2019,BMW i3,Africa,Morocco,Wholesale,1,46838.0,46838.0
2019-05-27,2019,BMW i4,Europe,Italy,Dealership,2,46439.0,23219.5
2019-05-28,2019,BMW 7 Series,Africa,Kenya,Wholesale,3,45316.0,15105.33
2019-05-28,2019,BMW M4,Europe,Germany,Wholesale,5,107700.0,21540.0
2019-05-28,2019,BMW 7 Series,South America,Peru,Wholesale,2,116840.0,58420.0
2019-05-29,2019,BMW i4,South America,Argentina,Wholesale,2,68738.0,34369.0
2019-05-29,2019,BMW i3,Africa,Nigeria,Wholesale,4,68941.0,17235.25
2019-05-29,2019,BMW M2,South America,Argentina,Wholesale,5,90766.0,18153.2
2019-05-29,2019,BMW 1 Series,South America,Chile,Wholesale,2,47674.0,23837.0
2019-05-29,2019,BMW X6,Europe,Germany,Wholesale,1,36861.0,36861.0
2019-05-30,2019,BMW X5,Europe,Spain,Wholesale,5,92137.0,18427.4
2019-05-30,2019,BMW X4,South America,Chile,Wholesale,2,117057.0,58528.5
2019-05-30,2019,BMW 1 Series,North America,Mexico,Wholesale,1,53031.0,53031.0
2019-05-31,2019,BMW 8 Series,North America,Mexico,Wholesale,5,114576.0,22915.2
2019-05-31,2019,BMW X5,North America,Canada,Wholesale,3,117610.0,39203.33
2019-06-01,2019,BMW X3,Europe,France,Wholesale,5,92484.0,18496.8
2019-06-02,2019,BMW M5,Europe,United Kingdom,Wholesale,2,88151.0,44075.5
2019-06-02,2019,BMW 8 Series,Asia,South Korea,Wholesale,3,41117.0,13705.67
2019-06-02,2019,BMW X7,South America,Peru,Wholesale,4,48989.0,12247.25
2019-06-03,2019,BMW X4,Europe,Germany,Wholesale,2,98737.0,49368.5
2019-06-03,2019,BMW i8,Europe,Spain,Wholesale,2,102321.0,51160.5
2019-06-04,2019,BMW i8,South America,Colombia,Wholesale,4,58090.0,14522.5
2019-06-04,2019,BMW 4 Series,South America,Argentina,Wholesale,4,108671.0,27167.75
2019-06-05,2019,BMW M8,South America,Brazil,Wholesale,1,40000.0,40000.0
2019-06-05,2019,BMW M3,Europe,Germany,Dealership,4,31595.0,7898.75
2019-06-05,2019,BMW iX3,Asia,China,Dealership,4,102372.0,25593.0
2019-06-05,2019,BMW 6 Series,Asia,Thailand,Wholesale,4,35618.0,8904.5
2019-06-07,2019,BMW 5 Series,Africa,South Africa,Wholesale,1,103768.0,103768.0
2019-06-07,2019,BMW X3,Africa,Kenya,Dealership,4,102076.0,25519.0
2019-06-07,2019,BMW X6,South America,Colombia,Wholesale,3,77031.0,25677.0
2019-06-08,2019,BMW M2,South America,Colombia,Wholesale,3,118366.0,39455.33
2019-06-08,2019,BMW 2 Series,North America,Canada,Wholesale,4,38250.0,9562.5
2019-06-08,2019,BMW iX,South America,Peru,Dealership,1,75311.0,75311.0
2019-06-09,2019,BMW X5,Europe,Germany,Dealership,2,35289.0,17644.5
2019-06-09,2019,BMW X4,Asia,Thailand,Dealership,1,109351.0,109351.0
2019-06-09,2019,BMW iX3,Europe,United Kingdom,Wholesale,3,33667.0,11222.33
2019-06-10,2019,BMW iX3,Africa,Morocco,Wholesale,1,114116.0,114116.0
2019-06-10,2019,BMW X4,Asia,Thailand,Dealership,4,40300.0,10075.0
2019-06-10,2019,BMW 4 Series,Europe,Germany,Dealership,5,85485.0,17097.0
2019-06-10,2019,BMW 4 Series,North America,Mexico,Wholesale,4,83866.0,20966.5
2019-06-11,2019,BMW i4,South America,Brazil,Wholesale,2,62205.0,31102.5
2019-06-11,2019,BMW 3 Series,Africa,South Africa,Dealership,1,115312.0,115312.0
2019-06-11,2019,BMW 3 Series,North America,Mexico,Wholesale,3,67729.0,22576.33
2019-06-11,2019,BMW Z4,Africa,Nigeria,Wholesale,3,98237.0,32745.67
2019-06-11,2019,BMW Z4,South America,Peru,Wholesale,1,105593.0,105593.0
2019-06-11,2019,BMW M2,Asia,Japan,Wholesale,2,80700.0,40350.0
2019-06-11,2019,BMW M8,Asia,Japan,Wholesale,4,46877.0,11719.25
2019-06-12,2019,BMW X5,South America,Chile,Dealership,4,112299.0,28074.75
2019-06-13,2019,BMW X4,Africa,Nigeria,Wholesale,3,71709.0,23903.0
2019-06-14,2019,BMW 3 Series,North America,Mexico,Dealership,4,49046.0,12261.5
2019-06-14,2019,BMW 4 Series,Europe,Germany,Wholesale,4,33532.0,8383.0
2019-06-14,2019,BMW X4,North America,Mexico,Dealership,3,74776.0,24925.33
2019-06-15,2019,BMW 8 Series,South America,Brazil,Wholesale,2,77743.0,38871.5
2019-06-15,2019,BMW 1 Series,Europe,France,Wholesale,4,45646.0,11411.5
2019-06-16,2019,BMW M3,South America,Brazil,Wholesale,2,111298.0,55649.0
2019-06-17,2019,BMW M3,North America,United States,Wholesale,3,117236.0,39078.67
2019-06-17,2019,BMW X5,Africa,South Africa,Wholesale,2,76898.0,38449.0
2019-06-17,2019,BMW i3,Europe,Italy,Wholesale,1,33468.0,33468.0
2019-06-18,2019,BMW X1,Asia,Thailand,Wholesale,5,97035.0,19407.0
2019-06-18,2019,BMW 2 Series,Africa,Egypt,Dealership,4,71280.0,17820.0
2019-06-18,2019,BMW 7 Series,Asia,South Korea,Wholesale,1,38834.0,38834.0
2019-06-18,2019,BMW 1 Series,Asia,South Korea,Dealership,1,104627.0,104627.0
2019-06-19,2019,BMW iX3,Africa,Kenya,Dealership,4,57841.0,14460.25
2019-06-19,2019,BMW 2 Series,South America,Argentina,Wholesale,4,109396.0,27349.0
2019-06-20,2019,BMW 5 Series,North America,Canada,Dealership,5,71121.0,14224.2
2019-06-20,2019,BMW iX,Africa,Egypt,Dealership,2,53462.0,26731.0
2019-06-21,2019,BMW i4,Africa,Nigeria,Wholesale,4,69606.0,17401.5
2019-06-21,2019,BMW X3,Africa,Egypt,Dealership,1,98273.0,98273.0
2019-06-21,2019,BMW M4,Asia,India,Dealership,2,74055.0,37027.5
2019-06-21,2019,BMW 2 Series,Europe,United Kingdom,Dealership,1,42054.0,42054.0
2019-06-21,2019,BMW 6 Series,Europe,Spain,Wholesale,1,59865.0,59865.0
2019-06-21,2019,BMW M4,North America,Mexico,Dealership,4,53382.0,13345.5
2019-06-22,2019,BMW X3,Asia,China,Wholesale,5,43052.0,8610.4
2019-06-22,2019,BMW i3,Africa,Kenya,Wholesale,1,33816.0,33816.0
2019-06-23,2019,BMW 7 Series,North America,Canada,Wholesale,2,93815.0,46907.5
2019-06-24,2019,BMW 3 Series,Asia,Japan,Dealership,4,114482.0,28620.5
2019-06-24,2019,BMW M5,South America,Brazil,Wholesale,4,39530.0,9882.5
2019-06-25,2019,BMW M3,North America,Mexico,Wholesale,1,110641.0,110641.0
2019-06-25,2019,BMW iX,North America,Mexico,Wholesale,1,108731.0,108731.0
2019-06-26,2019,BMW X1,Africa,South Africa,Dealership,5,80109.0,16021.8
2019-06-26,2019,BMW 3 Series,South America,Colombia,Wholesale,1,73452.0,73452.0
2019-06-26,2019,BMW M2,North America,Canada,Wholesale,4,98230.0,24557.5
2019-06-26,2019,BMW 5 Series,South America,Argentina,Dealership,4,69128.0,17282.0
2019-06-26,2019,BMW M8,Africa,Morocco,Wholesale,3,43598.0,14532.67
2019-06-26,2019,BMW 3 Series,North America,Canada,Wholesale,3,115176.0,38392.0
2019-06-27,2019,BMW M3,Africa,South Africa,Wholesale,5,30372.0,6074.4
2019-06-27,2019,BMW Z4,South America,Argentina,Dealership,1,91604.0,91604.0
2019-06-27,2019,BMW 3 Series,Africa,Egypt,Wholesale,3,78266.0,26088.67
2019-06-28,2019,BMW X5,Africa,Morocco,Dealership,4,31642.0,7910.5
2019-06-28,2019,BMW iX,Africa,Nigeria,Wholesale,1,89347.0,89347.0
2019-06-28,2019,BMW 8 Series,North America,Canada,Wholesale,3,74688.0,24896.0
2019-06-28,2019,BMW M8,South America,Chile,Wholesale,5,57141.0,11428.2
2019-06-29,2019,BMW Z4,North America,Canada,Wholesale,4,64139.0,16034.75
2019-06-29,2019,BMW i8,Africa,Egypt,Dealership,3,88694.0,29564.67
2019-06-29,2019,BMW 8 Series,Europe,Spain,Wholesale,5,40002.0,8000.4
2019-06-30,2019,BMW 1 Series,Africa,Nigeria,Dealership,4,55030.0,13757.5
2019-06-30,2019,BMW iX,South America,Peru,Wholesale,3,90635.0,30211.67
2019-06-30,2019,BMW 6 Series,Africa,Kenya,Wholesale,3,47645.0,15881.67
2019-07-01,2019,BMW 6 Series,Africa,Egypt,Wholesale,3,76335.0,25445.0
2019-07-01,2019,BMW X2,Asia,India,Dealership,4,55180.0,13795.0
2019-07-02,2019,BMW M5,Asia,India,Wholesale,2,48226.0,24113.0
2019-07-03,2019,BMW Z4,Asia,South Korea,Dealership,5,82262.0,16452.4
2019-07-03,2019,BMW 7 Series,North America,Mexico,Dealership,3,41369.0,13789.67
2019-07-03,2019,BMW iX,Africa,Kenya,Dealership,4,82685.0,20671.25
2019-07-03,2019,BMW 2 Series,Africa,Nigeria,Wholesale,1,106848.0,106848.0
2019-07-04,2019,BMW 2 Series,Europe,United Kingdom,Wholesale,5,58194.0,11638.8
2019-07-04,2019,BMW 7 Series,Europe,Spain,Wholesale,1,57419.0,57419.0
2019-07-04,2019,BMW iX3,North America,Canada,Wholesale,1,114644.0,114644.0
2019-07-05,2019,BMW 3 Series,Asia,Japan,Wholesale,5,34049.0,6809.8
2019-07-05,2019,BMW 8 Series,Asia,South Korea,Dealership,4,110845.0,27711.25
2019-07-05,2019,BMW i3,North America,United States,Wholesale,4,114833.0,28708.25
2019-07-05,2019,BMW i8,South America,Peru,Dealership,2,99734.0,49867.0
2019-07-05,2019,BMW 8 Series,Europe,United Kingdom,Wholesale,4,81069.0,20267.25
2019-07-06,2019,BMW X7,Africa,Morocco,Wholesale,4,74867.0,18716.75
2019-07-06,2019,BMW X3,Asia,India,Dealership,5,85911.0,17182.2
2019-07-07,2019,BMW 1 Series,North America,Mexico,Wholesale,3,66326.0,22108.67
2019-07-08,2019,BMW X1,Asia,Japan,Dealership,5,35351.0,7070.2
2019-07-09,2019,BMW i3,Europe,Italy,Wholesale,4,60110.0,15027.5
2019-07-10,2019,BMW X7,Europe,Spain,Dealership,4,100342.0,25085.5
2019-07-10,2019,BMW 1 Series,North America,Mexico,Wholesale,2,110352.0,55176.0
2019-07-10,2019,BMW M4,South America,Peru,Wholesale,3,83626.0,27875.33
2019-07-10,2019,BMW M8,Africa,Morocco,Wholesale,3,102170.0,34056.67
2019-07-11,2019,BMW i4,Asia,Thailand,Wholesale,1,47830.0,47830.0
2019-07-11,2019,BMW X1,Europe,Spain,Wholesale,4,31316.0,7829.0
2019-07-11,2019,BMW 8 Series,North America,United States,Wholesale,1,36500.0,36500.0
2019-07-11,2019,BMW 8 Series,North America,Mexico,Wholesale,2,36557.0,18278.5
2019-07-11,2019,BMW X6,Europe,Italy,Wholesale,4,117943.0,29485.75
2019-07-12,2019,BMW 6 Series,Europe,Italy,Dealership,2,75640.0,37820.0
2019-07-12,2019,BMW X2,Europe,Italy,Wholesale,1,82693.0,82693.0
2019-07-13,2019,BMW i8,Africa,Nigeria,Wholesale,3,48610.0,16203.33
2019-07-13,2019,BMW M5,Africa,Kenya,Wholesale,5,47752.0,9550.4
2019-07-13,2019,BMW M3,Europe,Germany,Dealership,4,69994.0,17498.5
2019-07-14,2019,BMW 5 Series,North America,Mexico,Dealership,3,65097.0,21699.0
2019-07-15,2019,BMW 7 Series,South America,Brazil,Dealership,2,52972.0,26486.0
2019-07-15,2019,BMW Z4,Africa,Kenya,Wholesale,5,100775.0,20155.0
2019-07-16,2019,BMW i8,North America,United States,Dealership,3,103524.0,34508.0
2019-07-16,2019,BMW X6,South America,Colombia,Wholesale,3,57546.0,19182.0
2019-07-16,2019,BMW 3 Series,Asia,South Korea,Wholesale,4,41233.0,10308.25
2019-07-17,2019,BMW 6 Series,Europe,United Kingdom,Wholesale,1,37585.0,37585.0
2019-07-17,2019,BMW M5,Asia,India,Dealership,3,75221.0,25073.67
2019-07-18,2019,BMW 1 Series,South America,Colombia,Wholesale,2,38526.0,19263.0
2019-07-18,2019,BMW X2,Europe,Germany,Wholesale,3,86714.0,28904.67
2019-07-18,2019,BMW X6,North America,Canada,Wholesale,4,90240.0,22560.0
2019-07-20,2019,BMW 3 Series,Africa,Kenya,Wholesale,1,98951.0,98951.0
2019-07-21,2019,BMW M4,North America,United States,Dealership,2,94108.0,47054.0
2019-07-21,2019,BMW 5 Series,Asia,Japan,Dealership,2,53553.0,26776.5
2019-07-21,2019,BMW 3 Series,North America,United States,Wholesale,3,50001.0,16667.0
2019-07-21,2019,BMW M4,Asia,Thailand,Wholesale,2,112119.0,56059.5
2019-07-23,2019,BMW 6 Series,Europe,France,Wholesale,3,95322.0,31774.0
2019-07-23,2019,BMW X2,Asia,Japan,Wholesale,1,114688.0,114688.0
2019-07-23,2019,BMW 7 Series,North America,United States,Wholesale,5,108673.0,21734.6
2019-07-24,2019,BMW 5 Series,Europe,Spain,Dealership,4,63623.0,15905.75
2019-07-24,2019,BMW iX,South America,Argentina,Wholesale,2,48064.0,24032.0
2019-07-24,2019,BMW iX3,Europe,Germany,Dealership,1,81299.0,81299.0
2019-07-24,2019,BMW i8,Africa,Nigeria,Dealership,4,74767.0,18691.75
2019-07-25,2019,BMW i3,Europe,United Kingdom,Wholesale,4,52007.0,13001.75
2019-07-25,2019,BMW X7,South America,Brazil,Wholesale,4,58270.0,14567.5
2019-07-25,2019,BMW i4,Africa,Kenya,Wholesale,1,65848.0,65848.0
2019-07-26,2019,BMW 2 Series,South America,Chile,Dealership,2,51643.0,25821.5
2019-07-26,2019,BMW X7,North America,Canada,Wholesale,3,72580.0,24193.33
2019-07-26,2019,BMW X6,North America,United States,Wholesale,3,43065.0,14355.0
2019-07-26,2019,BMW M4,Africa,Morocco,Dealership,3,101980.0,33993.33
2019-07-26,2019,BMW 8 Series,Europe,Italy,Wholesale,3,99404.0,33134.67
2019-07-26,2019,BMW M4,North America,Mexico,Wholesale,1,32700.0,32700.0
2019-07-27,2019,BMW M8,Africa,Nigeria,Dealership,2,100889.0,50444.5
2019-07-27,2019,BMW i4,Europe,Spain,Wholesale,1,77062.0,77062.0
2019-07-28,2019,BMW 4 Series,South America,Argentina,Wholesale,4,52360.0,13090.0
2019-07-28,2019,BMW i4,Asia,Japan,Dealership,2,93008.0,46504.0
2019-07-28,2019,BMW M8,North America,Mexico,Dealership,5,112341.0,22468.2
2019-07-28,2019,BMW iX3,Asia,China,Wholesale,3,108137.0,36045.67
2019-07-29,2019,BMW X1,Europe,United Kingdom,Dealership,4,78384.0,19596.0
2019-07-29,2019,BMW Z4,South America,Colombia,Wholesale,3,105019.0,35006.33
2019-07-30,2019,BMW iX,South America,Chile,Wholesale,3,45921.0,15307.0
2019-07-30,2019,BMW 3 Series,Asia,China,Dealership,5,117542.0,23508.4
2019-07-30,2019,BMW X4,South America,Chile,Dealership,3,98197.0,32732.33
2019-07-31,2019,BMW i8,Africa,Egypt,Wholesale,3,44975.0,14991.67
2019-07-31,2019,BMW iX,North America,Canada,Dealership,4,39605.0,9901.25
2019-08-01,2019,BMW i4,Africa,Kenya,Wholesale,3,64819.0,21606.33
2019-08-01,2019,BMW 3 Series,Africa,Egypt,Wholesale,2,57987.0,28993.5
2019-08-01,2019,BMW X4,Europe,Spain,Wholesale,3,61139.0,20379.67
2019-08-02,2019,BMW X4,South America,Argentina,Wholesale,2,70067.0,35033.5
2019-08-02,2019,BMW X4,Europe,United Kingdom,Wholesale,4,92335.0,23083.75
2019-08-03,2019,BMW M8,Asia,India,Wholesale,4,83000.0,20750.0
2019-08-03,2019,BMW i8,South America,Chile,Wholesale,4,55734.0,13933.5
2019-08-03,2019,BMW X7,North America,Canada,Dealership,2,48206.0,24103.0
2019-08-04,2019,BMW X6,North America,Mexico,Wholesale,4,42134.0,10533.5
2019-08-04,2019,BMW 8 Series,Asia,India,Dealership,3,49207.0,16402.33
2019-08-04,2019,BMW 4 Series,South America,Colombia,Dealership,5,36971.0,7394.2
2019-08-04,2019,BMW i8,South America,Brazil,Dealership,5,81265.0,16253.0
2019-08-05,2019,BMW M4,South America,Peru,Wholesale,5,119610.0,23922.0
2019-08-05,2019,BMW 6 Series,Europe,France,Wholesale,1,94091.0,94091.0
2019-08-05,2019,BMW 8 Series,Africa,Kenya,Wholesale,3,79678.0,26559.33
2019-08-05,2019,BMW M4,Europe,Italy,Dealership,5,75680.0,15136.0
2019-08-05,2019,BMW X2,Africa,Kenya,Wholesale,4,51649.0,12912.25
2019-08-06,2019,BMW i4,Europe,Spain,Wholesale,2,97410.0,48705.0
2019-08-07,2019,BMW M8,Europe,Italy,Wholesale,3,30357.0,10119.0
2019-08-07,2019,BMW iX,Africa,South Africa,Wholesale,2,92678.0,46339.0
2019-08-07,2019,BMW M4,Africa,Nigeria,Dealership,5,44450.0,8890.0
2019-08-08,2019,BMW i8,Europe,United Kingdom,Wholesale,4,90690.0,22672.5
2019-08-08,2019,BMW 7 Series,Africa,Nigeria,Dealership,5,82930.0,16586.0
2019-08-08,2019,BMW iX,South America,Argentina,Dealership,4,117420.0,29355.0
2019-08-09,2019,BMW 1 Series,South America,Argentina,Dealership,2,73739.0,36869.5
2019-08-09,2019,BMW 2 Series,South America,Colombia,Dealership,3,48085.0,16028.33
2019-08-09,2019,BMW 3 Series,Africa,Egypt,Dealership,1,72789.0,72789.0
2019-08-10,2019,BMW M2,North America,United States,Wholesale,4,49144.0,12286.0
2019-08-10,2019,BMW 4 Series,South America,Chile,Dealership,1,89301.0,89301.0
2019-08-11,2019,BMW 5 Series,Africa,Kenya,Wholesale,1,102083.0,102083.0
2019-08-11,2019,BMW X4,North America,Mexico,Dealership,2,115923.0,57961.5
2019-08-11,2019,BMW 7 Series,South America,Colombia,Wholesale,4,38947.0,9736.75
2019-08-11,2019,BMW X3,Asia,South Korea,Dealership,3,48113.0,16037.67
2019-08-12,2019,BMW Z4,Africa,South Africa,Wholesale,3,77709.0,25903.0
2019-08-12,2019,BMW X5,South America,Colombia,Dealership,3,99859.0,33286.33
2019-08-13,2019,BMW M2,Europe,Spain,Wholesale,5,108871.0,21774.2
2019-08-14,2019,BMW iX,Africa,Nigeria,Wholesale,1,53071.0,53071.0
2019-08-14,2019,BMW M2,North America,Canada,Dealership,3,82633.0,27544.33
2019-08-14,2019,BMW iX3,Africa,Nigeria,Wholesale,3,57633.0,19211.0
2019-08-14,2019,BMW iX3,South America,Colombia,Wholesale,5,38301.0,7660.2
2019-08-14,2019,BMW M8,North America,Mexico,Dealership,4,101493.0,25373.25
2019-08-15,2019,BMW M3,North America,Canada,Wholesale,3,49329.0,16443.0
2019-08-15,2019,BMW 8 Series,Europe,Germany,Wholesale,4,39832.0,9958.0
2019-08-16,2019,BMW X1,Africa,Morocco,Dealership,2,96500.0,48250.0
2019-08-16,2019,BMW X7,Asia,India,Dealership,3,117663.0,39221.0
2019-08-17,2019,BMW M2,North America,United States,Dealership,1,104215.0,104215.0
2019-08-18,2019,BMW X7,North America,Canada,Wholesale,4,79800.0,19950.0
2019-08-18,2019,BMW 3 Series,Africa,Nigeria,Wholesale,4,46067.0,11516.75
